provider,model,temperature,random_seed,n_shot_phase_bc,class_0,class_1,feature_0,feature_1,repetition,fidelity_problem_a,consistency_problem_b,kappa_problem_b,f1_problem_b,consistency_problem_c,kappa_problem_c,f1_problem_c,llm_accuracy_problem_a,llm_accuracy_problem_b,llm_accuracy_problem_c,metric_accuracy_problem_b,metric_accuracy_problem_c,w_0,w_1,w_ratio,gamma,n_disagreements_b,n_disagreements_c,n_malformed_responses,euclidean_consistency_b,euclidean_consistency_c,diagonal_limitation_flag
openai,gpt-4o-mini,0.0,42,10,Azul,Vermelho,x1,x2,0,0.8466666666666667,0.8888888888888888,0.7787610619469026,0.8888888888888888,0.9,0.8013732221677292,0.8999999999999999,0.2,0.14444444444444443,0.06666666666666667,0.18888888888888888,0.14444444444444443,0.629118677202232,0.8758592549618499,0.7182874116340013,0.0,10,9,0,0.8777777777777778,0.9,0
openai,gpt-4o-mini,0.0,42,10,Azul,Vermelho,x1,x2,1,0.8466666666666667,0.8888888888888888,0.7787610619469026,0.8888888888888888,0.9,0.8013732221677292,0.8999999999999999,0.2,0.14444444444444443,0.06666666666666667,0.18888888888888888,0.14444444444444443,0.629118677202232,0.8758592549618499,0.7182874116340013,0.0,10,9,0,0.8777777777777778,0.9,0
openai,gpt-4o-mini,0.0,42,10,B,A,x1,x2,0,0.7066666666666667,0.8555555555555555,0.7167070217917675,0.8555555555555554,0.9777777777777777,0.9552238805970149,0.9777777777777776,0.4666666666666667,0.13333333333333333,0.14444444444444443,0.25555555555555554,0.16666666666666666,0.0,0.02355194322932222,0.0,0.0,13,2,0,0.9,0.9222222222222223,1
openai,gpt-4o-mini,0.0,42,10,B,A,x1,x2,1,0.7066666666666667,0.8444444444444444,0.6956521739130435,0.8444444444444444,0.9777777777777777,0.9552238805970149,0.9777777777777776,0.4666666666666667,0.12222222222222222,0.14444444444444443,0.25555555555555554,0.16666666666666666,0.0,0.02355194322932222,0.0,0.0,14,2,0,0.9111111111111111,0.9222222222222223,1
openai,gpt-4o-mini,0.0,42,10,1,0,x1,x2,0,0.7933333333333333,0.6777777777777778,0.3966712898751733,0.6777777777777778,0.8444444444444444,0.6938775510204082,0.8444444444444444,0.4866666666666667,0.8444444444444444,0.8333333333333334,0.7222222222222222,0.8555555555555555,0.0,0.0006306381206124118,0.0,0.0,29,14,0,0.4666666666666667,0.6111111111111112,0
openai,gpt-4o-mini,0.0,42,10,1,0,x1,x2,1,0.7933333333333333,0.6777777777777778,0.3966712898751733,0.6777777777777778,0.8444444444444444,0.6938775510204082,0.8444444444444444,0.4866666666666667,0.8444444444444444,0.8333333333333334,0.7222222222222222,0.8555555555555555,0.0,0.0006306381206124118,0.0,0.0,29,14,0,0.4666666666666667,0.6111111111111112,0
openai,gpt-4o-mini,0.0,42,10,Negativo,Positivo,x1,x2,0,0.8333333333333334,0.8222222222222222,0.6363636363636364,0.8222222222222222,0.9333333333333333,0.864321608040201,0.9333333333333333,0.8,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.2111111111111111,0.3512803743099211,4.957744873356392,0.07085487117292996,0.0,16,6,0,0.25555555555555554,0.25555555555555554,0
openai,gpt-4o-mini,0.0,42,10,Negativo,Positivo,x1,x2,1,0.8333333333333334,0.8111111111111111,0.6142208774583964,0.8111111111111111,0.9333333333333333,0.864321608040201,0.9333333333333333,0.8,0.2111111111111111,0.16666666666666666,0.3333333333333333,0.2111111111111111,0.3512803743099211,4.957744873356392,0.07085487117292996,0.0,17,6,0,0.24444444444444444,0.25555555555555554,0
openai,gpt-4o-mini,0.0,42,10,Vermelho,Azul,x1,x2,0,0.8666666666666667,0.8444444444444444,0.684526790185278,0.8444444444444446,0.8888888888888888,0.7734138972809668,0.888888888888889,0.86,0.8444444444444444,0.8555555555555555,0.9111111111111111,0.9444444444444444,0.2829048043367241,0.03529823860433744,8.014700322807633,0.0,14,10,0,0.8444444444444444,0.8666666666666667,1
openai,gpt-4o-mini,0.0,42,10,Vermelho,Azul,x1,x2,1,0.8666666666666667,0.8666666666666667,0.7301349325337332,0.8666666666666666,0.8777777777777778,0.7503782148260212,0.8777777777777778,0.86,0.8666666666666667,0.8444444444444444,0.9111111111111111,0.9444444444444444,0.2829048043367241,0.03529823860433744,8.014700322807633,0.0,12,11,0,0.8666666666666667,0.8555555555555555,1
