provider,model,temperature,random_seed,n_shot,example_strategy,repetition,accuracy_llm_vs_expert,kappa_llm_vs_expert,f1_llm_vs_expert
openai,gpt-4o-mini,0.0,123,20,dilution_4hard_16easy,1,0.8461538461538461,0.6957641001638193,0.8461538461538461
openai,gpt-4o-mini,0.0,123,20,dilution_4hard_16easy,2,0.8538461538461538,0.7107050831576481,0.8538461538461539
openai,gpt-4o-mini,0.0,123,24,dilution_4hard_20easy,0,0.8571428571428571,0.7176997759522031,0.857142857142857
openai,gpt-4o-mini,0.0,123,24,dilution_4hard_20easy,1,0.8412698412698413,0.6863330843913368,0.8412698412698414
openai,gpt-4o-mini,0.0,123,24,dilution_4hard_20easy,2,0.8492063492063492,0.7023128574981348,0.8492063492063492
openai,gpt-4o-mini,0.0,7,4,dilution_4hard_0easy,0,0.726027397260274,0.4529786436867741,0.726027397260274
openai,gpt-4o-mini,0.0,7,4,dilution_4hard_0easy,1,0.7397260273972602,0.48149532710280374,0.7397260273972603
openai,gpt-4o-mini,0.0,7,4,dilution_4hard_0easy,2,0.7328767123287672,0.4681487016626191,0.7328767123287672
openai,gpt-4o-mini,0.0,7,6,dilution_4hard_2easy,0,0.7847222222222222,0.5738831615120275,0.7847222222222222
openai,gpt-4o-mini,0.0,7,6,dilution_4hard_2easy,1,0.7638888888888888,0.532378223495702,0.7638888888888888
openai,gpt-4o-mini,0.0,7,6,dilution_4hard_2easy,2,0.7708333333333334,0.5458715596330275,0.7708333333333333
openai,gpt-4o-mini,0.0,7,8,dilution_4hard_4easy,0,0.8098591549295775,0.6241913350323467,0.8098591549295775
openai,gpt-4o-mini,0.0,7,8,dilution_4hard_4easy,1,0.795774647887324,0.5963536561458538,0.795774647887324
openai,gpt-4o-mini,0.0,7,8,dilution_4hard_4easy,2,0.795774647887324,0.596827883297435,0.795774647887324
openai,gpt-4o-mini,0.0,7,14,dilution_4hard_10easy,0,0.8088235294117647,0.6213321910473335,0.8088235294117647
openai,gpt-4o-mini,0.0,7,14,dilution_4hard_10easy,1,0.8161764705882353,0.6356622374624947,0.8161764705882353
openai,gpt-4o-mini,0.0,7,14,dilution_4hard_10easy,2,0.8161764705882353,0.6356622374624947,0.8161764705882353
openai,gpt-4o-mini,0.0,7,20,dilution_4hard_16easy,0,0.7846153846153846,0.576152771308803,0.7846153846153847
openai,gpt-4o-mini,0.0,7,20,dilution_4hard_16easy,1,0.7846153846153846,0.5755597014925373,0.7846153846153847
openai,gpt-4o-mini,0.0,7,20,dilution_4hard_16easy,2,0.8,0.6058768656716418,0.8
openai,gpt-4o-mini,0.0,7,24,dilution_4hard_20easy,0,0.8333333333333334,0.6706497386109036,0.8333333333333333
openai,gpt-4o-mini,0.0,7,24,dilution_4hard_20easy,1,0.8095238095238095,0.6244411326378538,0.8095238095238095
openai,gpt-4o-mini,0.0,7,24,dilution_4hard_20easy,2,0.8333333333333334,0.6706497386109036,0.8333333333333333
