provider,model,temperature,random_seed,n_shot,example_strategy,expert_name,class_0,class_1,repetition,accuracy_llm_vs_expert,kappa_llm_vs_expert,f1_llm_vs_expert,accuracy_expert_vs_gt,accuracy_llm_vs_gt,n_class_0_expert,n_class_1_expert,n_class_0_llm,n_class_1_llm,n_disagreements,n_total_test,n_malformed_responses,expert_w_0,expert_w_1
openai,gpt-4o-mini,0.0,42,20,hard,aniso_x2,A,B,0,0.7307692307692307,0.45351909680518854,0.7307692307692308,0.8533333333333334,0.7076923076923077,73,77,34,96,35,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,mixed,aniso_x2,A,B,0,0.8923076923076924,0.7837966262770254,0.8923076923076924,0.8533333333333334,0.7769230769230769,73,77,57,73,14,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,20,random,aniso_x2,A,B,0,0.9230769230769231,0.8465895680906301,0.923076923076923,0.8533333333333334,0.8461538461538461,73,77,71,59,10,130,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,40,easy,aniso_x2,A,B,0,0.9,0.7996025173898642,0.8999999999999999,0.8533333333333334,0.7181818181818181,73,77,52,58,11,110,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,40,hard,aniso_x2,A,B,0,0.9727272727272728,0.945273631840796,0.9727272727272727,0.8533333333333334,0.9454545454545454,73,77,50,60,3,110,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,40,mixed,aniso_x2,A,B,0,0.9636363636363636,0.9271764316451506,0.9636363636363636,0.8533333333333334,0.8454545454545455,73,77,53,57,4,110,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,40,random,aniso_x2,A,B,0,0.9181818181818182,0.8371174728529122,0.9181818181818182,0.8533333333333334,0.8272727272727273,73,77,62,48,9,110,0,0.3,1.5
openai,gpt-4o-mini,0.0,42,0,easy,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,hard,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,mixed,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,random,aniso_x1,A,B,0,0.4666666666666667,-0.038601350181755256,0.46666666666666656,0.92,0.5066666666666667,71,79,113,37,80,150,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,5,easy,aniso_x1,A,B,0,0.7602739726027398,0.5279881766118604,0.7602739726027397,0.92,0.773972602739726,71,79,94,52,35,146,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,5,hard,aniso_x1,A,B,0,0.3082191780821918,-0.3866842204250516,0.3082191780821918,0.92,0.3287671232876712,71,79,70,76,101,146,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,5,mixed,aniso_x1,A,B,0,0.7945205479452054,0.5963133640552996,0.7945205479452055,0.92,0.821917808219178,71,79,97,49,30,146,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,5,random,aniso_x1,A,B,0,0.7671232876712328,0.5321394910461827,0.7671232876712328,0.92,0.8082191780821918,71,79,67,79,34,146,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,10,easy,aniso_x1,A,B,0,0.8357142857142857,0.6764469453376206,0.8357142857142856,0.92,0.85,71,79,89,51,23,140,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,10,hard,aniso_x1,A,B,0,0.7285714285714285,0.437869822485207,0.7285714285714285,0.92,0.6785714285714286,71,79,28,112,38,140,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,10,mixed,aniso_x1,A,B,0,0.9714285714285714,0.942481511914544,0.9714285714285714,0.92,0.9214285714285714,71,79,62,78,4,140,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,10,random,aniso_x1,A,B,0,0.85,0.7007328990228013,0.85,0.92,0.8928571428571429,71,79,73,67,21,140,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,20,easy,aniso_x1,A,B,0,0.8153846153846154,0.6355991590749825,0.8153846153846155,0.92,0.8307692307692308,71,79,79,51,24,130,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,20,hard,aniso_x1,A,B,0,0.9923076923076923,0.9845422116527943,0.9923076923076923,0.92,0.9769230769230769,71,79,60,70,1,130,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,20,mixed,aniso_x1,A,B,0,0.9692307692307692,0.9381099738157581,0.9692307692307692,0.92,0.9307692307692308,71,79,59,71,4,130,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,20,random,aniso_x1,A,B,0,0.9692307692307692,0.9384615384615385,0.9692307692307692,0.92,0.9153846153846154,71,79,65,65,4,130,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,40,easy,aniso_x1,A,B,0,0.7454545454545455,0.506568407561679,0.7454545454545454,0.92,0.7454545454545455,71,79,79,31,28,110,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,40,hard,aniso_x1,A,B,0,1.0,1.0,1.0,0.92,0.990909090909091,71,79,51,59,0,110,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,40,mixed,aniso_x1,A,B,0,0.9818181818181818,0.9635399403380842,0.9818181818181818,0.92,0.9636363636363636,71,79,53,57,2,110,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,40,random,aniso_x1,A,B,0,0.9818181818181818,0.9635399403380842,0.9818181818181818,0.92,0.9363636363636364,71,79,53,57,2,110,0,1.5,0.3
openai,gpt-4o-mini,0.0,42,0,easy,euclidean,A,B,0,0.52,0.07739620707329586,0.52,0.9466666666666667,0.52,69,81,113,37,72,150,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,0,hard,euclidean,A,B,0,0.52,0.07739620707329586,0.52,0.9466666666666667,0.52,69,81,113,37,72,150,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,0,mixed,euclidean,A,B,0,0.52,0.07739620707329586,0.52,0.9466666666666667,0.52,69,81,113,37,72,150,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,0,random,euclidean,A,B,0,0.52,0.07739620707329586,0.52,0.9466666666666667,0.52,69,81,113,37,72,150,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,5,easy,euclidean,A,B,0,0.8013698630136986,0.6084705012021454,0.8013698630136985,0.9466666666666667,0.7876712328767124,69,81,86,60,29,146,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,5,hard,euclidean,A,B,0,0.4931506849315068,-0.01598645852924574,0.4931506849315068,0.9466666666666667,0.5205479452054794,69,81,71,75,74,146,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,5,mixed,euclidean,A,B,0,0.9246575342465754,0.8498223302786609,0.9246575342465753,0.9466666666666667,0.9246575342465754,69,81,76,70,11,146,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,5,random,euclidean,A,B,0,0.8972602739726028,0.7900287631831255,0.8972602739726028,0.9466666666666667,0.8561643835616438,69,81,54,92,15,146,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,10,easy,euclidean,A,B,0,0.8142857142857143,0.6357085668534828,0.8142857142857143,0.9466666666666667,0.8,69,81,86,54,26,140,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,10,hard,euclidean,A,B,0,0.5142857142857142,0.0929878048780487,0.5142857142857143,0.9466666666666667,0.55,69,81,128,12,68,140,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,10,mixed,euclidean,A,B,0,0.8785714285714286,0.7603705195328232,0.8785714285714286,0.9466666666666667,0.8785714285714286,69,81,81,59,17,140,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,10,random,euclidean,A,B,0,0.9071428571428571,0.8158640226628895,0.9071428571428571,0.9466666666666667,0.9214285714285714,69,81,77,63,13,140,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,20,easy,euclidean,A,B,0,0.7923076923076923,0.5898574433278804,0.7923076923076924,0.9466666666666667,0.7769230769230769,69,81,74,56,27,130,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,20,hard,euclidean,A,B,0,0.6692307692307692,0.37148639532268946,0.6692307692307692,0.9466666666666667,0.6538461538461539,69,81,102,28,43,130,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,20,mixed,euclidean,A,B,0,0.9076923076923077,0.8169443792536963,0.9076923076923077,0.9466666666666667,0.9307692307692308,69,81,71,59,12,130,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,20,random,euclidean,A,B,0,0.9769230769230769,0.953648680770145,0.9769230769230769,0.9466666666666667,0.9461538461538461,69,81,62,68,3,130,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,40,easy,euclidean,A,B,0,0.7454545454545455,0.49292064537372404,0.7454545454545454,0.9466666666666667,0.7272727272727273,69,81,57,53,28,110,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,40,hard,euclidean,A,B,0,0.9818181818181818,0.9633455514828391,0.9818181818181818,0.9466666666666667,0.9727272727272728,69,81,51,59,2,110,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,40,mixed,euclidean,A,B,0,0.9636363636363636,0.9263967882234861,0.9636363636363636,0.9466666666666667,0.9454545454545454,69,81,49,61,4,110,0,1.0,1.0
openai,gpt-4o-mini,0.0,42,40,random,euclidean,A,B,0,0.9636363636363636,0.9263967882234861,0.9636363636363636,0.9466666666666667,0.9545454545454546,69,81,49,61,4,110,0,1.0,1.0
